pubDate,title,description,originallink,link
2025-11-26 07:01:00,“한국은 선진국…조지메이슨대 국제화 전략 중심으로”,"K-방산도 세계 5~6위 규모로 성장했다. 넷플릭스 영화 ‘케이팝 데몬 헌터스(Kpop Demon Hunters)’는 한국 소프트 파워의 상징적 사례다. 2022년 국제학업성취도평가(PISA) 결과를 보면 한국은 OECD 회원국 중 수학 1~2위, 읽기 1... ",https://biz.chosun.com/topics/topics_social/2025/11/26/RPLYWDNDWJDSDISE5ZQ3OLAXCM/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001125890?sid=102
2025-11-25 23:42:00,[김도훈의 엑스레이] [97] 세대의 콤플렉스여 굿바이,얼마 전 ‘K팝 데몬 헌터스’ 영상의 영어 댓글을 보다가 심경이 복잡해졌다. 어느 서구인이 한 캐릭터를 두고 “좀 별로야”라고 불평했다. 한 아시아인이 꾸짖었다. “넌 그냥 아시아인이 싫은 거잖아” 서구인이 다시... ,https://www.chosun.com/opinion/specialist_column/2025/11/25/MFBIL3CRVBHXTOFFBDKFFOZ254/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003943137?sid=103
2025-11-25 21:43:00,&quot;제3의 승자 등장할 수도&quot;…'2025 글로벌 리더스 포럼' 26일 개막,"아미타브 아차리야 / 美 아메리칸대 교수 &quot;지난 20-100년은 서구사회가 이끌어왔지만 지금 중국, 인도, 브릭스 국가들을 포함한 신흥 세력이 떠오르고 있습니다&quot; 영화 'K팝 데몬헌터스'의 무술 감독으로 활동한 태권도 선수... ",https://news.tvchosun.com/site/data/html_dir/2025/11/25/2025112590304.html,https://n.news.naver.com/mnews/article/448/0000573049?sid=100
2025-11-25 19:54:00,[경남시론] 지구촌 ‘케데헌 열풍’의 문화경제학- 김진형(경남연구원혁...,넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’가 전 세계적인 돌풍을 일으켰다. K팝 아이돌과 한국 전통문화를 결합한 이 작품은 공개 이후 누적 조회수 5600만 회를 넘기며 93개국에서 넷플릭스 Top 10에 올랐다. K팝... ,https://www.knnews.co.kr/news/articleView.php?idxno=1475865,https://www.knnews.co.kr/news/articleView.php?idxno=1475865
2025-11-25 19:20:00,"트와이스 채영, 잠정 활동 중단... 왜?","사진= JYP엔터 K-팝 간판 걸그룹 '트와이스(TWICE)' 멤버 채영이 잠정 활동 중단을 선언했다. 소속사... 정연, 지효와 함께 부른 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'(케데헌) OST '테이크 다운'으로 큰 사랑을 받았다.",https://www.ggilbo.com/news/articleView.html?idxno=1125640,https://www.ggilbo.com/news/articleView.html?idxno=1125640
2025-11-25 18:12:00,"[4th-Culture] &quot;미래 K콘텐츠 성장, IP 주도권 확보·글로벌 현지 제작이...","활발해야 '케이팝 데몬 헌터스'를 뛰어넘는 K콘텐츠가 나올 수 있습니다.&quot; 25일 서울 코엑스 그랜드볼룸 및... 이날 'IP 주도권 확보, K-콘텐츠 미래를 위한 필수 전략'을 주제로 기조연설에 나선 박창성 본부장은 &quot;올해... ",http://www.4th.kr/news/articleView.html?idxno=2101240,http://www.4th.kr/news/articleView.html?idxno=2101240
2025-11-25 17:14:00,"미주한인여성소사이어티, '2025 아이러브 김치 페스티벌' 개최",색동저고리와 고운 비단 치마를 입은 학생 모델들이 최근 인기를 끌고 있는 'K-팝 데몬 헌터스' 음악에 맞춰 패션쇼를 했다. 미주한인여성소사이어티는 해마다 조금씩 다른 주제로 이 행사를 열고 있다. 2021년 첫... ,http://www.worldkorean.net/news/articleView.html?idxno=55496,http://www.worldkorean.net/news/articleView.html?idxno=55496
2025-11-25 16:28:00,"[현장] 삼성액티브자산운용, &quot;출시 2년 4개월 만에 순자산 1조원 돌파&quot;…...",김지운 운용2본부장은 &quot;'케이팝데몬헌터스'의 글로벌 흥행에도 한국 기업이 수혜를 보지 못한 점에 착안해 상품을 기획했다&quot;며 &quot;하이브·JYP 등 K컬처 핵심 기업과 넷플릭스·스포티파이·라이브네이션 등 글로벌... ,http://www.hansbiz.co.kr/news/articleView.html?idxno=794688,http://www.hansbiz.co.kr/news/articleView.html?idxno=794688
2025-11-25 16:12:00,[현장] 수익성 낮고 주가 꺾인 K콘텐츠…삼성액티브운용이 내놓은 해법...,"오징어게임, 기생충, K팝 데몬헌터스 등 한국 콘텐츠가 글로벌 시장에서 선전하고 있지만 정작 실제 작품을 제작·배급한 한국 기업들은 수익을 충분히 받지 못한다는 것이다. 김지원 본부장은 구체적인 사례로 K팝... ",http://www.newsdream.kr/news/articleView.html?idxno=101238,http://www.newsdream.kr/news/articleView.html?idxno=101238
2025-11-25 15:48:00,"글로벌 MZ 사로잡은 K-아트, 서울서 즐기는 아트투어",애니메이션 '케이팝 데몬 헌터스'의 열기로 서울의 랜드마크를 찾는 외국인 관광객의 발길이 끊이지 않는 가운데 'K-아트'가 한국 여행을 이끄는 새로운 동기로 떠오르고 있다. 외국인 관광객 중 특히 글로벌 MZ 여성들이... ,https://www.asiatoday.co.kr/view.php?key=20251125010013083,https://www.asiatoday.co.kr/view.php?key=20251125010013083
2025-11-25 15:36:00,"삼성액티브운용, 'KoAct ETF' 수탁고 1조원 돌파…K-컬처 밸류체인 글로...",하며 &quot;케이팝 데몬 헌터스는 겨울왕국의 정도 수준의 인기를 구가하고 있지만 막상 K-컬처가 가득한... 투자하면서도 K-컬처 내의 투자 매력도에 따라 액티브하게 비중을 조정할 것&quot;이라고 했다. K-팝 중심의... ,https://www.joongangenews.com/news/articleView.html?idxno=468967,https://www.joongangenews.com/news/articleView.html?idxno=468967
2025-11-25 15:33:00,순자산 1조 돌파한 삼성액티브…이번엔 ‘글로벌 K컬처’ 공략,"상품 기획 배경에는 전 세계적으로 인기를 끈 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌)가 영향을 미쳤다고 밝혔다. 김 본부장은 “K컬처 가득한 케데헌이 큰 인기를 끌었지만, 정작 국내 기업이... ",https://www.mk.co.kr/article/11476576,https://n.news.naver.com/mnews/article/009/0005595834?sid=101
2025-11-25 15:20:00,"“케데헌으로 돈 번 韓기업 없다”…삼성액티브, 'K컬처 역마진 잡는' E...",“막상‘K팝 데몬 헌터스’처럼 K컬처 가득한 콘텐츠로 돈 번 한국 기업은 없습니다. 이를 보고 ‘재주는 곰이 부리고 돈은 다른 데서 벌고 있구나’라는 안타까운 마음이 들었습니다. K컬처 투자로 확실한 수익을... ,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202511251037172780098,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202511251037172780098
2025-11-25 14:42:00,"&quot;K컬처에 투자&quot;…삼성액티브운용, 'K컬처밸류체인' ETF 출시","뷰어스 문재혁 기­자 mjh1994@viewers.co.kr (김지운 삼성액티브자산운용 운용본부장, 사진=문재혁 기자)&quot;K팝 데몬 헌터스가 놀라운 인기를 끌었지만 이를 통해 돈을 번 한국기업은 없습니다. K컬처 핵심 기업과 글로벌... ",http://theviewers.co.kr/View.aspx?No=3867873,http://theviewers.co.kr/View.aspx?No=3867873
2025-11-25 14:41:00,콘텐츠 IP 마켓 개막…하이브·SLL 등 “IP 주도권 잃으면 K콘텐츠 미래...,김태호 하이브 최고운영책임자(COO)는 애니메이션 'K-팝 데몬 헌터스'를 언급하며 “넷플릭스가 배급하고 소니가 제작한 작품을 우리 콘텐츠라고 부를 수 있는지 고민이 든다”고 말했다. 이어 “한국이 생산과 공급을... ,https://www.etnews.com/20251125000332,https://n.news.naver.com/mnews/article/030/0003373805?sid=105
2025-11-25 14:39:00,"김혜경 여사, 중동·아프리카서 '배우자 외교'…'K-푸드 세일즈' 맹활약","갓 키링, 갓 브로치, 까치 호랑이 뱃지, 등으로 영화 '케이팝 데몬 헌터스'가 흥행하며 인기를 끌고 있는... 주식인 '팝' 위에 김치와 불고기를 올린 음식을 대접했다. 제 6회 김치의 날을 맞아 김치와 기순도 명인의 간장인... ",https://www.mt.co.kr/politics/2025/11/25/2025112511294651764,https://n.news.naver.com/mnews/article/008/0005282850?sid=100
2025-11-25 13:54:00,[현장] 하지원 삼성액티브 대표 “KoAct 1조 돌파…액티브 ETF 투자 매력...,김지운 본부장은 애니메이션 ‘K팝 데몬 헌터스’를 사례로 들며 “콘텐츠는 K컬처로 가득한데 정작 돈은 넷플릭스 등 글로벌 플랫폼이 벌고 있다”며 “이제는 K컬처와 플랫폼에 동시에 투자해 수혜를 온전히... ,https://www.news2day.co.kr/article/20251125500137,https://www.news2day.co.kr/article/20251125500137
2025-11-25 13:00:00,K컬처 전방위 투자 첫 ETF…삼성액티브 &quot;플랫폼 투자도 가능&quot;,"상품을 기획하게 된 건 케이팝데몬헌터스의 역할이 컸다. 김 팀장은 &quot;케이팝데몬헌터스 인기가 굉장히... 플랫폼 비중이 높은 것은 넷플릭스, 소니 등 K-컬처 확산을 주도하는 글로벌 플랫폼·밸류체인 기업까지... ",https://www.kbanker.co.kr/news/articleView.html?idxno=222727,https://www.kbanker.co.kr/news/articleView.html?idxno=222727
2025-11-25 12:47:00,"&quot;IP 없으면 성공없다…'넥스트 케데헌', 이젠 한국에서 만들어야&quot;",바로 '케이팝 데몬 헌터스(케데헌)'&quot;라고 말했다. 이어 &quot;'케데헌'은 누적 시청이 3억3000뷰를 넘어 서면서 넷플릭스 영화 시리즈 최다 시청을 기록했다. 또 오리지널 사운드 트랙(OST)은 빌보드 '핫 100' 차트를 14주 연속... ,https://www.newspim.com/news/view/20251125000736,https://www.newspim.com/news/view/20251125000736
2025-11-25 12:18:00,"&quot;K-콘텐츠의 새로운 성장 동력, 지식재산이 이끈다&quot;...콘진원, '콘텐츠I...","'찍고, 먹고, 즐기는 IP 경험 : K-팝 데몬 헌터스의 확장' 세션에서는 K-팝 지식재산이 패션·유통·식음료 등 다양한 산업으로 확장되는 사례를 공유한다. '페이지를 넘어–웹툰 IP의 경계 없는 확장' 세션에서는 K-웹툰의... ",https://www.gokorea.kr/news/articleView.html?idxno=847841,https://www.gokorea.kr/news/articleView.html?idxno=847841
2025-11-25 12:00:00,"&quot;K컬처, 이제 글로벌 스탠다드로 자리&quot; 엔터주 조정은 기회…매출 다변...",김 본부장은 &quot;이 상품을 기획하게 된 계기는 케이팝데몬헌터스(이하 케데헌) 때문인데 케데헌으로 K컬처가 인기를 얻었으나 돈을 번 기업이 한 곳도 없었다&quot;며 &quot;국내 유명 배우가 성우로 참여하고 걸그룹 트와이스가... ,http://www.smedaily.co.kr/news/articleView.html?idxno=344813,http://www.smedaily.co.kr/news/articleView.html?idxno=344813
2025-11-25 11:34:00,&quot;케데헌서 착안해 기획&quot;…삼성액티브운용 K-컬처밸류체인액티브,김지운 운용2본부장은 &quot;케이팝데몬헌터스가 인기를 끌었지만 이를 통해 돈을 번 한국기업은 없다&quot;며 &quot;K-컬처 핵심 기업과 플랫폼에 비중을 절반씩 두고 확실한 수익을 내볼 것&quot;이라고 설명했다. KoAct... ,https://news.einfomax.co.kr/news/articleView.html?idxno=4385535,https://news.einfomax.co.kr/news/articleView.html?idxno=4385535
2025-11-25 11:26:00,"&quot;세상의 변화에 투자했다&quot;…삼성액티브운용, 'K컬처 ETF'로 순자산 2조 ...","김지운 본부장은 &quot;이 상품을 기획하게 된 계기는 '케이팝 데몬 헌터스'(K-Pop Demon Hunters)&quot;라며 &quot;케이팝 데몬 헌터스는 글로벌 흥행에 성공했지만, 이 콘텐츠로 돈을 번 한국 기업은 없다&quot;고 짚었다. 또 그는 &quot;재주는... ",http://www.popcornnews.net/news/articleView.html?idxno=103099,http://www.popcornnews.net/news/articleView.html?idxno=103099
2025-11-25 11:20:00,[THE VIEW]K컬처는 어떻게 경제가 되었나,"여기에 BTS나 '케이팝 데몬 헌터스'처럼 하나의 콘텐츠가 가진 브랜드 가치, 즉 지식재산권(IP) 활용 효과까지 더하면 규모는 훨씬 커진다. 영화에 등장하는 캐릭터와 세계관은 게임·굿즈·테마파크 등으로 확장될 수 있고... ",https://view.asiae.co.kr/article/2025112409095238605,https://n.news.naver.com/mnews/article/277/0005684207?sid=110
2025-11-25 11:06:00,"넷플릭스·스포티파이도 담는다…삼성액티브운용, 국내 첫 ‘K컬처 밸류...","특히 글로벌 OTT 흥행작으로 떠오른 ‘K팝 데몬 헌터스’ 사례가 대표적인 예로 언급됐다. 작품 속 세계관·사운드트랙(OST)·출연진 등 핵심 요소는 K팝과 한국 콘텐츠 기반이지만, 제작과 배급 과정이 해외 플랫폼... ",https://www.sedaily.com/NewsView/2H0LAWMXV3,https://n.news.naver.com/mnews/article/011/0004559792?sid=101
2025-11-25 10:16:00,"[사설]영부인까지 나선 K-푸드 홍보, 경북이 성장 견인하길 등",세계적으로 'K' 열풍이 거세다. K-팝 등 K-컬처와 함께 K-푸드로 대표되는 한국 음식에 대한 소비도 빠르게... 특히 올해는 케이팝 데몬 헌터스의 글로벌 흥행과 경주 APEC 정상회의 개최로 K-푸드 인지도가 더 높아진 것으로... ,https://www.yeongnam.com/web/view.php?key=20251125025170219,https://www.yeongnam.com/web/view.php?key=20251125025170219
2025-11-25 10:00:00,"K-패션, 콘텐츠 IP 협업 확대하며 SPA 시장 변화 이끈다","◆ SPA 업계, IP 활용이 브랜드 경쟁력 핵심으로 삼성물산의 패션부문인 ‘에잇세컨즈’는 전 세계적으로 흥행한 넷플릭스 애니메이션 ‘K-팝 데몬 헌터스’ 협업 컬렉션이 1차에서는 모자와 일부 의류만 빼놓고 모두... ",https://sateconomy.co.kr/news/view/1065598641512510,https://sateconomy.co.kr/news/view/1065598641512510
